user_x,user_y,relation
313,792,0.15
313,379,0.83
314,314,1.0
314,612,0.38
314,602,0.47
314,855,0.58
314,580,0.51
314,927,0.3
314,563,0.71
314,532,0.07
314,455,0.0
314,693,0.82
314,404,0.54
314,845,0.6
314,372,0.79
314,959,0.32
314,357,0.22
314,925,0.29
314,734,0.32
314,560,0.98
314,797,0.91
315,315,1.0
315,338,0.63
315,840,0.91
315,826,0.38
315,623,0.72
315,462,0.53
315,721,0.1
315,850,0.15
315,549,0.44
315,912,0.21
315,975,0.91
315,716,0.54
315,349,0.18
315,655,0.81
315,740,0.37
315,410,0.76
316,316,1.0
316,870,0.64
316,646,0.82
316,324,0.78
316,452,0.87
316,631,0.21
316,465,0.31
316,331,0.59
316,602,0.69
316,353,0.64
316,693,0.5
316,641,0.86
316,592,0.07
316,798,0.47
316,937,0.67
316,450,0.8
316,892,0.11
316,907,0.02
316,498,0.11
317,317,1.0
317,759,0.34
317,414,0.43
317,788,0.05
317,724,0.64
317,322,0.03
317,874,0.97
317,871,0.89
317,671,0.69
317,517,0.06
318,318,1.0
318,740,0.38
318,957,0.75
318,800,0.83
318,322,0.12
318,450,0.36
318,769,0.79
318,854,0.12
318,749,0.46
318,527,0.48
318,463,0.43
318,334,0.77
318,960,0.3
318,871,0.21
319,319,1.0
319,375,0.15
319,548,0.81
319,931,0.75
319,785,0.08
319,454,0.74
319,821,0.93
319,763,0.69
319,768,0.38
319,742,0.75
319,427,0.58
319,517,0.32
319,801,0.38
320,320,1.0
320,686,0.51
320,776,0.79
320,451,0.59
320,891,0.41
320,507,0.94
320,414,0.53
321,321,1.0
322,322,1.0
322,383,0.45
322,816,0.51
322,378,0.16
322,795,0.11
322,380,0.97
322,747,0.13
323,323,1.0
323,617,0.34
324,324,1.0
324,757,0.94
324,492,0.95
324,889,0.91
324,340,0.47
324,384,0.86
324,655,0.23
324,984,0.3
324,459,0.17
324,580,0.32
324,800,0.43
324,983,0.05
325,325,1.0
325,539,0.0
325,801,0.15
325,459,0.71
326,326,1.0
326,622,0.83
326,664,0.91
326,347,0.37
326,650,0.32
326,840,0.88
326,785,0.14
326,751,0.12
327,327,1.0
327,902,0.94
327,684,0.98
327,772,0.09
327,413,0.68
327,711,0.28
327,923,0.67
327,446,0.74
327,366,0.63
327,461,0.45
327,426,0.54
327,609,0.74
327,558,0.86
327,855,0.82
327,952,0.64
327,535,0.99
327,449,0.05
327,388,0.48
327,386,0.49
327,979,0.5
327,663,0.61
328,328,1.0
328,814,0.57
328,717,0.92
328,560,0.61
328,904,0.42
328,763,0.58
328,386,0.54
328,477,0.79
328,697,0.38
328,806,0.7
328,992,0.28
328,562,0.95
328,744,0.67
329,329,1.0
329,752,0.65
329,636,0.12
329,442,0.6
329,484,0.52
329,655,0.32
329,697,0.87
329,760,0.37
329,608,0.75
329,974,0.37
329,697,0.91
329,533,0.85
329,992,0.83
329,744,0.04
329,894,0.92
330,330,1.0
330,889,0.48
330,823,0.15
330,637,0.54
330,546,0.18
330,921,0.93
330,751,0.68
330,524,0.72
330,860,0.33
330,803,0.72
330,470,0.05
330,493,0.9
330,455,0.48
330,691,0.08
330,709,0.29
330,901,0.14
331,331,1.0
332,332,1.0
332,381,0.6
332,618,0.15
332,489,0.28
332,650,0.86
332,537,0.2
332,887,0.67
332,729,0.42
332,520,0.86
332,615,0.53
332,472,0.57
332,436,0.03
332,917,0.01
332,692,0.34
333,333,1.0
333,538,0.87
333,841,0.24
334,334,1.0
334,456,0.46
334,672,0.24
334,520,0.93
334,828,0.1
334,540,0.85
334,600,0.17
334,574,0.72
334,662,0.17
334,942,0.52
334,598,0.8
334,716,0.21
334,378,0.77
334,499,0.56
334,963,0.96
334,352,0.34
334,600,0.87
335,335,1.0
335,741,0.09
335,704,0.24
335,936,0.12
336,336,1.0
336,979,0.09
337,337,1.0
337,750,0.34
337,891,0.7
337,436,1.0
337,907,0.21
337,619,0.31
337,406,0.9
337,779,0.67
337,374,0.5
337,841,0.83
337,780,0.36
337,687,0.45
337,548,0.75
337,525,0.77
338,338,1.0
338,400,0.12
338,557,0.52
338,347,0.29
338,903,0.15
338,387,0.18
338,829,0.37
339,339,1.0
339,627,0.15
339,914,1.0
339,733,0.48
339,762,0.51
339,929,0.56
339,597,0.27
339,512,0.57
339,491,0.97
339,385,0.86
339,470,0.07
339,708,0.9
339,908,0.13
339,956,0.54
339,540,0.45
339,794,0.57
339,581,0.22
339,448,0.71
339,682,0.6
340,340,1.0
340,840,0.56
340,704,0.97
340,847,0.56
340,479,0.99
340,506,0.32
340,652,0.81
340,913,0.04
340,893,0.68
340,889,0.92
340,656,0.06
340,788,0.22
340,949,0.5
340,677,0.39
340,501,0.16
341,341,1.0
341,927,0.22
341,716,0.33
341,975,0.94
341,900,0.7
341,929,0.36
341,604,0.17
341,975,0.83
341,630,0.9
341,655,0.34
341,511,0.44
341,562,0.14
341,817,0.63
341,671,0.81
341,449,0.76
341,388,0.98
341,813,0.03
341,725,0.1
341,660,0.61
341,495,0.24
341,988,0.4
342,342,1.0
342,452,0.28
342,970,0.77
342,374,0.22
342,953,0.21
342,848,0.14
342,556,0.21
342,764,0.72
342,999,0.95
342,625,0.81
342,530,0.42
342,928,0.24
342,939,0.16
342,806,0.26
342,470,0.03
342,612,0.79
342,818,0.82
342,880,0.47
343,343,1.0
343,583,0.23
343,911,0.06
343,388,0.64
343,836,0.5
343,960,0.61
343,370,0.65
343,646,0.36
344,344,1.0
344,570,0.21
344,947,0.54
344,443,0.9
344,632,0.93
344,558,0.45
344,683,0.52
344,832,0.47
344,616,0.55
344,656,0.37
344,375,0.87
344,434,0.47
344,907,0.01
344,517,0.7
345,345,1.0
345,673,0.94
345,607,0.14
345,929,0.19
345,725,0.78
345,687,0.72
345,792,0.51
345,684,0.52
345,675,0.94
345,998,0.38
346,346,1.0
346,440,0.44
346,426,0.6
346,506,0.61
346,987,0.19
346,650,0.77
346,542,0.26
346,606,0.54
346,481,0.52
346,951,0.6
346,354,0.96
346,922,0.64
346,559,0.6
346,693,0.51
346,946,0.92
346,653,0.39
346,602,0.93
346,702,0.59
347,347,1.0
347,421,0.13
347,412,0.98
347,504,0.37
347,803,0.64
347,965,0.92
347,552,0.85
347,811,0.35
347,408,0.75
347,374,0.77
347,941,0.66
347,676,0.69
347,952,0.29
347,430,0.6
347,562,0.8
347,696,0.02
348,348,1.0
348,921,0.3
348,690,0.78
348,979,0.12
348,359,0.34
348,513,0.22
348,769,0.4
348,751,0.36
349,349,1.0
349,705,0.34
349,565,0.78
349,406,0.03
349,835,0.34
349,783,0.61
349,464,0.34
349,988,0.77
349,941,0.03
349,614,0.48
349,356,0.38
349,556,0.29
349,958,0.29
349,937,0.78
349,662,0.08
349,350,0.08
349,375,0.1
349,684,0.38
349,449,0.81
350,350,1.0
350,785,0.68
350,728,0.75
350,476,0.26
350,704,0.6
350,448,0.64
350,391,0.68
350,537,0.38
350,839,0.52
350,823,0.75
350,922,0.18
350,506,0.88
350,573,0.73
351,351,1.0
351,652,0.93
351,804,0.24
351,609,0.61
351,790,0.82
351,456,0.9
352,352,1.0
352,876,0.91
353,353,1.0
353,713,0.73
353,772,0.13
353,938,0.26
353,475,0.22
353,593,0.71
353,702,0.67
353,952,0.62
353,830,0.31
353,785,0.12
353,962,0.54
353,776,0.53
353,934,0.86
353,394,0.85
354,354,1.0
354,767,0.62
354,961,0.19
354,641,0.44
354,662,0.15
354,678,0.5
354,417,0.05
354,673,0.2
354,743,0.52
355,355,1.0
355,587,0.25
355,504,0.21
355,858,0.64
355,693,0.77
355,758,0.97
355,995,0.36
356,356,1.0
356,555,0.92
356,568,0.01
356,682,0.53
356,681,0.98
356,367,0.17
356,821,0.27
356,406,0.73
356,526,0.56
356,444,0.02
356,586,0.84
356,580,0.26
356,963,0.25
356,883,0.85
356,980,0.87
356,733,0.62
356,607,0.02
356,813,0.34
356,705,0.34
357,357,1.0
357,750,0.03
357,848,0.49
357,414,0.23
357,492,0.01
357,902,0.19
357,629,0.66
357,847,0.93
357,919,0.02
357,677,0.16
357,808,0.39
357,805,0.07
357,493,0.12
357,409,0.42
357,640,0.11
357,880,0.65
357,753,0.71
358,358,1.0
358,690,0.05
358,359,0.1
358,460,0.83
358,393,0.61
358,912,0.24
358,945,0.77
358,894,0.19
358,491,0.45
358,668,0.68
358,370,0.25
358,487,0.64
358,970,0.55
358,444,0.63
358,457,0.66
358,391,0.19
358,362,0.57
358,666,0.21
359,359,1.0
359,559,0.58
359,678,0.03
359,385,0.01
359,454,0.54
359,397,0.14
359,922,0.3
359,397,0.96
359,491,0.01
360,360,1.0
360,905,0.68
360,885,0.45
360,906,0.36
360,378,0.07
360,903,0.41
360,982,0.29
360,948,0.59
360,846,0.53
360,479,0.26
360,809,0.92
360,985,0.08
360,518,0.83
361,361,1.0
361,643,0.56
361,893,0.35
361,950,0.67
361,524,0.14
361,443,0.19
361,921,0.75
361,851,0.77
361,615,0.58
361,902,0.17
361,991,0.08
361,689,0.34
361,421,0.77
361,509,0.23
361,782,0.78
361,530,0.76
361,834,0.61
361,565,0.35
361,376,0.3
361,742,0.71
361,559,0.24
362,362,1.0
362,809,0.28
362,497,0.98
362,602,0.53
362,680,0.39
362,825,0.5
362,751,0.04
362,532,0.81
362,441,0.47
362,982,0.62
362,671,0.65
362,536,0.52
362,972,0.74
362,893,0.8
362,973,0.75
362,657,0.9
362,502,0.06
362,962,0.8
362,485,0.87
362,966,0.82
362,811,0.8
363,363,1.0
363,383,0.49
363,928,0.53
363,975,0.85
363,449,0.5
363,452,0.87
363,383,0.84
363,808,0.92
363,900,0.36
363,578,0.35
363,411,0.27
363,902,0.02
363,586,0.88
363,834,0.66
363,811,0.04
363,643,0.12
363,507,0.18
364,364,1.0
364,963,0.92
364,876,0.82
364,711,0.14
364,476,0.08
364,981,0.98
364,791,0.63
364,877,0.51
364,514,0.24
364,526,0.97
364,528,0.64
364,722,0.02
365,365,1.0
365,780,0.6
365,704,0.76
365,529,0.52
365,986,0.45
365,875,0.49
366,366,1.0
366,979,0.59
366,909,0.94
366,666,0.23
366,653,0.87
366,391,0.39
366,384,0.32
366,472,0.1
366,930,0.89
366,977,0.64
366,829,0.57
366,947,0.29
366,526,0.46
366,975,0.94
366,970,0.82
366,532,0.47
366,467,0.31
366,599,0.38
367,367,1.0
367,549,0.2
367,542,0.73
367,902,0.64
367,649,0.06
368,368,1.0
368,782,0.36
368,476,0.41
369,369,1.0
369,382,0.17
369,579,0.44
369,853,0.37
369,807,0.82
369,775,0.98
369,545,0.4
369,485,0.45
369,976,0.36
369,553,0.4
369,438,0.1
369,673,0.71
369,838,0.64
369,567,0.05
369,759,0.41
370,370,1.0
370,439,0.36
370,749,0.7
370,533,0.84
370,979,0.05
370,866,0.29
370,372,0.39
370,510,0.72
370,779,0.13
370,496,0.3
370,703,0.51
370,385,0.19
370,492,0.52
370,612,0.73
370,980,0.05
371,371,1.0
371,788,0.37
371,758,0.41
371,616,0.44
371,630,0.72
371,826,0.88
371,667,0.88
371,578,0.96
371,829,0.64
371,580,0.17
371,461,0.87
371,662,0.06
371,512,0.8
371,975,0.46
371,402,0.17
371,583,0.63
371,406,0.53
371,794,0.89
371,939,0.21
371,711,0.13
371,711,0.12
372,372,1.0
372,602,0.61
372,898,0.78
372,521,0.28
372,985,0.15
372,743,0.1
372,847,0.97
373,373,1.0
373,392,0.26
373,635,0.0
373,988,0.95
373,424,0.46
373,862,0.98
373,985,0.35
373,928,0.74
373,863,0.42
373,505,0.55
373,844,0.16
373,838,0.06
373,879,0.78
373,646,0.7
373,940,0.32
373,731,0.02
373,555,0.14
374,374,1.0
374,566,0.11
374,566,0.9
374,436,0.45
374,435,0.37
374,431,0.61
374,586,0.7
375,375,1.0
375,755,0.76
375,692,0.08
375,779,0.14
375,700,0.57
375,766,0.96
376,376,1.0
376,671,0.91
376,583,0.6
376,945,0.03
376,705,0.57
376,396,0.74
376,822,0.89
376,438,0.71
376,669,0.17
376,756,0.45
376,401,0.45
377,377,1.0
378,378,1.0
378,444,0.28
378,756,0.38
378,582,0.26
378,664,0.09
378,610,0.49
378,951,0.33
378,385,0.51
378,551,0.53
378,719,0.76
378,622,0.21
378,615,0.76
378,514,0.4
378,681,0.81
379,379,1.0
379,820,0.68
379,479,0.13
380,380,1.0
381,381,1.0
381,552,0.35
381,826,0.54
381,843,0.64
381,607,0.91
381,751,0.09
381,648,0.32
381,514,0.28
381,711,0.32
381,802,0.84
381,791,0.01
381,588,0.03
381,945,0.71
382,382,1.0
382,678,0.87
382,739,0.68
382,729,0.05
382,840,0.23
382,679,0.7
382,643,0.86
382,895,0.13
382,858,0.18
382,494,0.3
382,407,0.21
382,598,0.74
382,501,0.85
382,727,0.74
382,779,0.88
382,685,0.91
383,383,1.0
383,935,0.16
383,800,0.94
383,407,0.15
383,986,0.19
383,611,0.13
383,686,0.16
383,613,0.58
383,813,0.41
383,875,0.63
383,671,0.27
383,965,0.03
383,826,0.43
383,944,0.36
383,911,0.12
383,467,0.92
383,400,0.75
384,384,1.0
384,611,0.09
384,543,0.67
384,761,0.35
384,949,0.9
384,573,0.36
384,800,0.1
384,753,0.3
384,821,0.45
384,914,0.57
384,653,0.74
385,385,1.0
385,933,0.03
386,386,1.0
386,900,0.93
386,690,0.07
386,680,0.93
387,387,1.0
387,640,0.48
387,423,0.56
387,458,0.98
387,502,0.78
388,388,1.0
388,772,0.01
388,857,0.22
388,957,0.92
388,785,0.23
388,765,0.38
388,547,0.94
388,866,0.41
388,565,0.37
388,453,0.82
388,847,0.85
388,948,0.48
388,774,0.56
388,832,0.67
389,389,1.0
389,825,0.11
389,559,0.21
389,757,0.39
389,896,0.9
389,445,0.51
389,976,0.56
389,953,0.36
389,877,0.48
389,727,0.4
389,546,0.7
389,854,0.74
389,864,0.81
389,438,0.17
389,891,0.94
389,512,0.07
389,815,0.73
389,944,0.01
390,390,1.0
390,798,0.76
390,972,0.71
390,812,0.19
390,556,0.73
390,982,0.69
390,753,0.54
390,969,0.82
391,391,1.0
391,680,0.16
391,747,0.36
391,946,0.55
391,603,0.68
391,762,0.7
391,395,0.86
391,521,0.32
392,392,1.0
392,724,0.49
392,812,0.94
392,492,0.32
392,653,0.12
392,822,0.23
392,897,0.61
393,393,1.0
393,913,0.53
393,762,0.61
393,852,0.68
393,599,0.14
393,836,0.72
393,636,0.21
393,928,0.78
393,394,0.82
393,991,0.66
393,695,0.55
393,399,0.04
393,485,0.0
393,507,0.83
393,751,0.91
394,394,1.0
394,974,0.94
394,720,0.83
394,834,0.83
394,836,0.93
394,858,0.33
394,742,0.13
394,804,0.85
394,443,0.84
394,884,0.52
394,454,0.31
394,841,0.41
394,864,0.79
394,522,0.53
394,845,0.73
394,991,0.62
394,745,0.54
394,690,0.55
394,728,0.99
394,830,0.23
395,395,1.0
395,865,0.59
395,810,0.24
396,396,1.0
396,855,0.82
396,571,0.57
396,911,0.91
396,643,0.03
396,979,0.92
396,684,0.81
396,959,0.78
396,499,0.71
396,844,0.03
396,715,0.35
396,478,0.23
396,518,0.94
396,909,0.94
396,506,0.22
397,397,1.0
397,926,0.79
397,454,0.7
397,638,0.88
397,418,0.33
397,858,0.47
397,680,0.88
397,930,0.38
397,692,0.31
397,540,0.45
397,736,0.75
397,547,0.47
397,485,0.89
397,516,0.14
397,774,0.63
397,538,0.85
397,407,0.49
398,398,1.0
399,399,1.0
399,918,0.85
399,812,0.56
399,811,0.15
399,565,0.18
399,913,0.53
399,961,0.16
399,908,0.1
399,626,0.84
399,419,0.14
399,463,0.62
400,400,1.0
400,422,0.93
401,401,1.0
401,619,0.8
401,801,0.65
401,724,0.24
401,988,0.79
401,570,0.37
401,864,0.6
401,540,0.9
401,724,0.65
401,744,0.0
401,732,0.87
401,804,0.45
401,407,0.22
402,402,1.0
402,615,0.6
402,482,0.58
402,681,0.15
403,403,1.0
403,517,0.26
403,760,0.38
403,422,0.51
403,672,0.71
403,523,0.59
403,816,0.38
403,907,0.11
403,746,0.52
403,869,0.19
403,455,0.94
403,670,0.01
403,584,0.71
403,908,0.4
403,632,0.89
403,769,0.85
403,489,0.47
403,954,0.05
403,993,0.99
404,404,1.0
404,427,0.11
404,563,0.18
404,881,0.64
404,976,0.15
404,601,0.7
404,644,0.38
404,981,0.68
404,478,0.87
404,611,0.61
404,783,0.44
404,589,0.39
404,928,0.42
404,782,0.19
404,453,0.58
404,626,0.74
405,405,1.0
405,960,0.69
406,406,1.0
406,947,0.56
406,785,0.13
406,950,0.49
407,407,1.0
407,476,0.45
407,910,0.96
407,728,0.96
407,979,0.73
407,443,0.47
407,838,0.06
407,418,0.21
407,430,0.49
407,868,0.41
407,786,0.41
407,981,0.04
407,595,0.77
407,940,0.3
407,948,0.61
407,997,0.38
407,705,0.71
407,664,0.44
407,559,0.69
408,408,1.0
408,732,0.53
408,768,0.53
408,454,0.5
408,806,0.08
408,741,0.78
408,627,0.19
408,718,0.47
408,704,0.95
408,535,0.21
408,822,0.17
408,591,0.06
408,748,0.89
408,505,0.98
408,891,0.58
408,978,0.5
408,503,0.55
408,744,0.34
408,969,0.49
408,452,0.73
408,726,0.04
409,409,1.0
409,883,0.78
409,531,0.45
409,635,0.23
409,697,0.65
409,746,0.13
409,739,0.42
409,774,0.88
409,644,0.89
409,482,0.2
409,748,0.82
409,937,0.02
409,523,0.86
409,844,0.25
409,852,0.65
409,604,0.18
409,820,0.41
409,661,0.92
410,410,1.0
410,570,0.03
411,411,1.0
411,940,0.12
411,862,0.7
411,871,0.67
411,568,0.05
411,869,0.81
411,921,0.75
411,621,0.55
411,439,0.26
411,948,0.4
411,792,0.53
411,661,0.3
411,810,0.37
412,412,1.0
412,428,0.86
413,413,1.0
413,582,0.79
413,481,0.92
413,682,0.78
413,557,0.89
413,713,0.18
413,748,0.74
413,871,0.22
413,968,0.76
413,891,0.64
413,489,0.75
413,638,0.0
413,490,0.53
413,810,0.35
413,595,0.63
413,601,0.79
414,414,1.0
415,415,1.0
415,482,0.71
415,979,0.8
415,491,0.77
415,491,0.41
415,935,0.21
416,416,1.0
416,649,0.58
416,511,0.93
416,753,0.54
416,474,0.55
416,878,0.81
416,944,0.11
416,551,0.2
416,538,0.89
416,940,0.2
416,541,0.68
416,600,0.52
416,735,0.26
416,849,0.18
416,713,0.73
417,417,1.0
417,500,0.82
417,683,0.86
417,762,0.47
417,428,0.28
417,567,0.85
417,502,1.0
417,581,0.54
417,743,0.05
417,903,0.39
417,613,0.8
417,702,0.26
417,997,0.71
418,418,1.0
418,667,0.13
418,469,0.31
418,821,0.63
418,615,0.19
418,540,0.89
418,470,0.7
418,847,0.33
418,931,0.75
418,995,0.27
418,503,0.94
418,903,0.96
418,438,0.59
418,747,0.71
418,879,0.36
419,419,1.0
419,730,0.1
419,712,0.86
419,618,0.44
419,740,0.85
419,581,0.9
419,672,0.96
419,576,0.89
419,488,0.46
419,438,0.04
419,652,0.3
419,643,0.97
419,486,0.24
419,799,0.24
420,420,1.0
420,968,0.79
420,717,0.57
420,811,0.58
420,612,0.22
420,985,0.51
420,894,0.15
420,695,0.53
420,894,0.38
420,442,0.99
421,421,1.0
421,699,0.2
421,603,0.84
421,689,0.34
421,564,0.6
421,901,0.68
421,776,0.18
421,806,0.24
422,422,1.0
422,713,0.99
422,955,0.87
422,924,0.82
422,846,0.67
422,721,0.46
422,862,0.09
422,867,0.63
422,945,0.56
422,808,0.57
422,962,0.92
422,619,0.1
422,435,0.74
422,592,0.31
422,452,0.19
423,423,1.0
424,424,1.0
424,848,0.78
424,713,0.31
424,544,0.03
424,849,0.76
424,797,0.25
424,839,0.91
424,792,0.95
424,904,0.83
424,496,0.27
424,738,0.3
424,907,0.11
424,964,0.32
424,910,0.24
424,889,0.28
425,425,1.0
425,916,0.66
425,471,0.42
425,863,0.06
425,922,0.34
425,439,0.1
426,426,1.0
426,815,0.75
426,898,0.8
426,897,0.01
426,590,0.23
426,966,0.51
426,805,0.63
426,510,0.94
426,885,0.91
426,775,0.85
427,427,1.0
427,724,0.73
427,613,0.78
427,488,0.19
427,936,0.67
427,872,0.04
427,528,0.23
427,780,0.05
427,486,0.76
427,568,0.39
427,635,0.63
428,428,1.0
428,797,0.78
428,799,0.45
428,893,0.68
428,826,0.33
428,810,0.21
428,653,0.23
428,555,0.58
428,456,0.23
428,657,0.47
428,1000,0.88
428,618,0.54
428,708,0.84
429,429,1.0
429,445,0.62
429,610,0.73
429,865,0.14
429,820,0.1
429,556,0.18
429,949,0.34
430,430,1.0
430,801,0.39
431,431,1.0
431,979,0.98
431,617,0.34
431,961,0.91
431,744,0.06
431,583,0.74
431,744,0.48
431,581,0.81
431,572,0.25
431,549,0.76
431,720,0.16
431,744,0.2
431,508,0.46
432,432,1.0
433,433,1.0
433,622,0.04
433,744,0.11
433,609,0.22
433,793,0.47
433,582,0.54
434,434,1.0
434,962,0.02
434,694,0.56
434,576,0.43
434,523,0.09
434,595,0.19
434,650,0.58
434,752,0.15
434,459,0.74
434,808,0.38
434,717,0.89
434,788,0.87
435,435,1.0
435,517,0.67
435,626,0.4
435,851,0.6
435,659,0.24
435,820,0.49
435,981,0.44
435,691,0.98
435,779,0.83
436,436,1.0
436,968,0.79
436,720,0.72
436,787,0.11
436,465,0.45
436,751,0.18
436,760,0.82
437,437,1.0
437,631,0.29
437,894,0.96
438,438,1.0
438,955,0.93
438,977,0.03
438,785,0.16
439,439,1.0
439,618,0.67
439,854,0.81
439,783,0.82
439,680,0.55
439,475,0.61
439,579,0.84
439,483,0.82
439,836,0.65
439,843,0.96
439,830,0.16
439,765,0.76
439,819,0.03
440,440,1.0
440,576,0.88
440,660,0.81
440,692,0.81
440,995,0.32
440,786,0.47
440,738,0.92
440,466,0.5
440,843,0.93
440,444,0.69
440,825,0.96
440,977,0.49
440,844,0.66
440,558,0.4
440,445,0.49
440,905,0.72
440,692,0.52
440,809,0.44
440,858,0.35
440,957,0.02
440,889,0.63
441,441,1.0
441,994,0.59
441,541,0.15
441,819,0.41
441,650,0.16
441,583,0.61
441,826,0.05
441,642,0.21
441,863,0.58
441,782,0.7
441,460,0.99
441,465,0.55
441,772,0.95
441,513,0.82
442,442,1.0
442,570,0.41
442,877,0.86
442,500,0.17
442,605,0.03
442,826,0.6
442,605,0.32
442,999,0.54
442,486,0.88
442,570,0.65
442,658,0.28
443,443,1.0
443,887,0.67
443,560,0.33
443,574,0.7
443,450,0.65
443,909,0.95
443,898,0.91
443,652,0.86
443,865,0.25
443,602,0.64
443,556,0.98
443,722,0.07
443,896,0.06
443,496,0.02
443,649,0.01
443,512,0.19
443,868,0.12
443,530,0.95
444,444,1.0
444,610,0.49
444,896,0.7
444,910,0.94
444,850,0.66
444,947,0.45
444,971,0.77
444,717,0.3
444,927,0.2
444,877,0.44
444,898,0.42
444,492,0.52
444,700,0.6
444,678,0.57
445,445,1.0
445,775,0.08
445,955,0.46
445,691,0.13
445,546,0.13
445,847,0.56
445,648,0.29
445,752,0.53
445,779,0.76
445,674,0.61
445,676,0.89
445,463,0.91
446,446,1.0
446,863,0.44
446,994,0.44
446,485,0.62
446,849,0.73
446,1000,0.29
446,674,0.82
446,917,0.46
446,480,0.1
446,680,0.02
446,582,0.82
446,907,0.49
447,447,1.0
447,889,0.21
447,881,0.09
447,820,0.5
447,652,0.38
447,656,0.65
447,981,0.22
447,1000,0.92
447,947,0.86
447,838,0.11
447,494,0.05
447,498,0.77
447,856,0.2
447,553,0.94
447,631,0.93
447,755,0.02
447,903,0.55
447,814,0.72
447,644,0.91
447,892,0.79
447,954,0.79
448,448,1.0
448,948,0.47
448,729,0.61
448,790,0.54
448,723,0.44
448,839,0.15
448,794,0.86
448,790,0.7
448,985,0.29
448,600,0.49
448,793,0.31
448,712,0.37
448,620,0.7
448,768,0.25
448,563,0.32
448,833,0.7
448,608,0.8
448,964,0.25
449,449,1.0
449,469,0.36
449,851,0.38
449,842,0.31
449,962,0.85
449,754,0.58
449,811,0.86
449,706,0.98
449,827,0.42
449,977,1.0
449,856,0.82
449,707,0.79
449,557,0.74
449,711,0.36
449,933,0.24
449,708,0.35
450,450,1.0
450,966,0.04
450,915,0.15
450,601,0.15
450,458,0.77
450,600,0.6
450,963,0.42
450,894,0.58
450,480,0.66
450,518,0.71
450,891,0.81
450,556,0.96
450,680,0.44
450,754,0.22
450,639,0.32
450,642,0.14
451,451,1.0
451,979,0.58
451,734,0.36
452,452,1.0
452,893,0.25
452,996,0.52
452,632,0.87
452,704,0.62
452,526,0.2
452,604,0.38
452,454,0.84
452,480,0.75
452,736,0.05
452,881,0.83
452,550,0.02
452,960,0.5
452,526,0.51
452,605,0.77
452,880,0.47
452,999,0.5
452,898,0.92
452,543,0.29
453,453,1.0
453,851,0.08
453,538,0.95
453,513,0.52
453,463,0.71
453,794,0.36
453,636,0.25
453,978,0.72
453,821,0.81
453,851,0.56
454,454,1.0
454,534,0.4
455,455,1.0
455,545,0.52
455,924,0.21
455,700,0.66
455,743,0.95
455,858,0.07
455,699,0.19
455,625,0.5
455,783,0.86
455,560,0.17
455,612,0.78
455,654,0.43
455,898,0.25
455,912,0.38
455,963,0.9
455,621,0.68
455,536,0.28
455,766,0.9
455,592,0.99
455,933,0.16
455,462,0.92
456,456,1.0
456,560,0.82
456,713,0.57
456,732,0.05
456,912,0.89
456,966,0.58
456,663,0.31
456,1000,0.07
456,842,0.56
456,706,0.48
456,992,0.05
456,667,0.03
456,653,0.74
456,844,0.35
456,623,0.75
456,619,0.28
457,457,1.0
457,533,0.8
457,782,0.06
457,513,0.82
457,583,0.35
457,512,0.91
457,929,0.11
457,986,0.02
457,886,0.34
457,534,0.91
457,499,0.41
458,458,1.0
458,702,1.0
458,650,0.15
458,572,0.81
458,682,0.49
458,644,0.01
458,899,0.86
459,459,1.0
459,658,0.9
459,646,0.12
459,876,0.12
459,776,0.88
459,854,0.28
459,986,0.14
459,839,0.8
459,909,0.82
459,619,0.04
459,893,0.05
460,460,1.0
460,582,0.03
460,943,0.14
460,941,0.6
460,775,0.48
460,628,0.31
460,958,0.21
460,936,0.96
460,853,0.32
460,683,0.97
460,771,0.8
461,461,1.0
461,597,0.52
461,903,0.02
461,932,0.83
462,462,1.0
462,697,0.07
462,639,0.11
462,651,0.77
462,564,0.81
462,550,0.23
462,603,0.26
462,959,0.11
462,575,0.86
462,520,0.89
462,549,0.15
462,746,0.39
462,610,0.95
462,692,0.92
462,783,0.66
462,717,0.49
462,992,0.95
462,887,0.99
462,699,0.94
462,818,0.27
462,849,0.0
463,463,1.0
463,660,0.89
463,601,0.78
463,497,0.75
463,514,0.02
463,711,0.99
463,709,0.94
463,626,0.81
463,508,0.76
463,975,0.35
463,942,0.25
464,464,1.0
464,550,0.37
464,897,0.44
464,577,0.64
464,951,0.2
464,844,0.21
464,992,0.73
464,773,0.96
464,931,0.76
464,776,0.86
464,622,0.56
464,565,0.04
464,472,0.84
464,991,0.83
464,689,0.16
464,620,0.6
464,923,0.7
464,736,0.05
465,465,1.0
465,794,0.56
465,755,0.75
465,678,0.37
465,958,0.97
466,466,1.0
466,506,0.49
466,467,0.25
466,612,0.42
466,469,0.8
466,583,0.94
467,467,1.0
467,819,0.85
467,846,0.0
467,556,0.84
467,855,0.85
467,918,0.67
467,548,0.2
467,761,0.43
467,938,0.31
467,833,0.77
467,652,0.58
467,532,0.01
467,934,0.09
467,735,0.7
467,852,0.48
467,591,0.92
467,535,0.26
467,523,0.61
467,579,0.34
467,695,0.09
467,761,0.32
468,468,1.0
468,622,0.27
468,752,0.15
468,691,0.77
468,845,0.4
468,477,0.59
468,514,0.64
468,956,0.85
468,475,0.89
468,723,0.36
468,645,0.74
468,700,0.69
468,917,0.45
469,469,1.0
469,985,0.93
469,905,0.03
469,471,0.87
